username,display_name,follower_count,likes_count,video_count,avatar_url,region_code,average_likes,engagement_rate,follower_tier
parthpatel___,Parth Patel,424595,18996481,43,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4b82e9ffbb89505d044a8d77054012d0~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=a3190d57&x-expires=1751619600&x-signature=sw7vJOl471qQwHkLIjiN1eUsRWc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,441778.62790697673,104.04706317949498,Mid-tier influencer
enhypen,enhypen,29533283,1930938501,933,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/ceb1c837be503dfb4dd92ff9d4d803b0~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=d45aaf4c&x-expires=1751619600&x-signature=8NOpZaZ%2Fr0ATa3ULK%2FZj9ewkkBk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,KR,2069601.8231511253,7.007693059898303,Celebrity
jasminechiswell,Jasmine Chiswell,18543160,1211771151,2042,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7313310909781245994~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=72ff69c5&x-expires=1751619600&x-signature=AsJMkifqdK5CFIOQBLC2FHQNNwo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,593423.6782566112,3.20022950919159,Celebrity
y_chun,欸！雨群 YuChun,1859653,59248343,359,https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/8cf14ba9188fd795c864c31b0194d9f9~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=78bcd56f&x-expires=1751619600&x-signature=hE5x0mWOYa2blxROHoITqEcX%2FOE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,TW,165037.16713091923,8.874621616555306,Mega-influencer
miakhalifa,Mia K.,40799489,681195870,737,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7310109510834585643~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=6f25dfcc&x-expires=1751619600&x-signature=QMKdCp6UCnwQ3%2FbNZl8KhyomygA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,924282.0488466757,2.265425551890308,Celebrity
domelipa,domelipa,76986233,5123349487,2361,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/ae83c4af0cb47fcd5a08e105953bddac~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=dc56dcf3&x-expires=1751619600&x-signature=MnIxv0%2FQJDIbdtcqoaIWGAKlAm0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,MX,2169991.311732317,2.8186744917527227,Celebrity
deepins,deepins,18492877,324176157,238,https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/417047f2a5eedf6ec2edb64e95a02372~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=997f8aba&x-expires=1751619600&x-signature=BDLAQAeloSkRoyjOD1ASkTGq1Ek%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,RU,1362084.6932773108,7.3654558632348595,Celebrity
kennethkaas,Kenneth Kaas,376799,19417090,77,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7a8d2a22a527cfc32621d65766ac9e0e~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=963adce1&x-expires=1751619600&x-signature=ygUliIxFLgLmoiifbpeUVJjdIS4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,NO,252170.0,66.92427527673905,Mid-tier influencer
swagboygorringe,swagboygorringe,8789695,500923414,428,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/844f2b85d13a7e477808e481bff1b514~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=017ce733&x-expires=1751619600&x-signature=bSyO%2BOpvtrcpl51vYQiAd14DSEY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,AU,1170381.808411215,13.315385896907856,Mega-influencer
official_nct,NCT Official,14285197,1276241827,2167,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/6574f9c55d52966a466edb04a18d8db2~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=cd157c6b&x-expires=1751619600&x-signature=n3%2BVCJpnQ0vZZS3LnmOIuPEsshk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,KR,588944.0826026765,4.122757863280965,Celebrity
jao,JÃO,1686696,23433899,85,https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7318942431985500166~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=7c24c6a5&x-expires=1751619600&x-signature=mY8iPAh3cTf3XpVy%2BAcEdlVkfrc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,BR,275692.9294117647,16.34514633412095,Mega-influencer
loganpaul,Logan Paul,19007501,388934184,398,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7310640704135856134~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=d69851a6&x-expires=1751619600&x-signature=US3z8s%2Bqa2oOV6ANH6WSyToBhvk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,977221.567839196,5.141241701574531,Celebrity
pongamoslo_a_prueba,Pongámoslo a Prueba,46262893,1658356735,996,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/33506332eaed8fc4ffba9cb753f4e7bd~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=636ac3b7&x-expires=1751619600&x-signature=Rf2hoeuHcRLWFKfer6F30HbYQR0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,MX,1665016.8022088353,3.599033035415306,Celebrity
bintangemontersenyum,Tangemon,1173405,17754274,91,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7325200526310637588~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=094c2b3c&x-expires=1751619600&x-signature=YSO045lJmPRQfET%2B5RxWsy3ZYXI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,ID,195101.9120879121,16.62698830224109,Mega-influencer
mero_428,Mero_428,1823322,22255056,110,https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/3134043a935f33576493d367580809c2~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=2c4d2651&x-expires=1751619600&x-signature=fp0mfFwZYdvPJSp8oxE2ktylwpk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,DE,202318.69090909092,11.0961580515724,Mega-influencer
zeth,Zeth,12585698,488151863,302,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7345890482469224494~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=1310960a&x-expires=1751619600&x-signature=EvKrGDW8e1ufCH%2FSHIhqzv4LYic%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,1616396.8973509935,12.843124770282852,Celebrity
addisonre,Addison,88502360,5243220989,308,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/dcae33749cedf02e0700c0cb3523cb94~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=bcd527fd&x-expires=1751619600&x-signature=EPyGea%2FWsQLVgEoruA08fsRrdXM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,17023444.76948052,19.23501787916223,Celebrity
savanahmosss,Savanah Moss,11569424,304428592,649,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/3020ded3e26206c106c764ce5f096e33~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=6aaafb4e&x-expires=1751619600&x-signature=dKubVcerUInudkW%2FfJz1w740sHU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,469073.3312788906,4.054422512986736,Celebrity
mackenzieziegler,kenzie,23783006,530977500,621,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7319306275437838342~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=fa64533d&x-expires=1751619600&x-signature=XtTg5tevzWSCNydxyOgMD6N7iFc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,855036.231884058,3.5951562720206938,Celebrity
kimandnorth,Kim and North,19223231,155903129,66,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/5b594c4095175797a6a7b3f4c6fe5837~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=2b2efd8e&x-expires=1751619600&x-signature=wD29ZKmVbjjwH4TtPU%2BNXRcvQ3w%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,2362168.621212121,12.2880936155432,Celebrity
kimandnorth,Kim and North,19223231,155903132,66,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/5b594c4095175797a6a7b3f4c6fe5837~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=18011e51&x-expires=1751619600&x-signature=tgiC2vYMhP0GrnDjshKMU2masvU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,2362168.6666666665,12.288093851999523,Celebrity
druskitv,Druski TV,207,385,5,https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/da396d5da8cd5ed2534317f9893a4b0b~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=c28e62ca&x-expires=1751619600&x-signature=pRyDZTFc58w0e%2FU%2FSNFCqWCvRn4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,77.0,37.19806763285024,Emerging
alexisomman,Alexis Omman,24928546,492999236,582,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/c3dbc17d0cd0f670f9107b0040424642~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=13c750b3&x-expires=1751619600&x-signature=%2F%2FSsqew6YHeBXw%2BhBLv8rOBmaEc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,MX,847077.7250859106,3.3980229937434405,Celebrity
trungruoi93,Trung Ruồi,3016271,32520299,506,https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/784407be1824e5a95969a4bfaf3ab865~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=60ac0402&x-expires=1751619600&x-signature=ANFLO0qh3R1Hv%2B%2F2lT5qBZogbsM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,VN,64269.365612648224,2.130755678539767,Mega-influencer
the_trickstars,The Trickstars,1982843,42588509,159,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/2263f4bad428094e64d5461272160d0b~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=10718833&x-expires=1751619600&x-signature=xy4rbvXLS4S%2BHgPEHvVj02EGopU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,GB,267852.25786163524,13.508495521916522,Mega-influencer
os.sksk,os.sksk,6,15,3,https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/98c17a102f1f68a4a7cfe799f42b67e8~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=e8fa7966&x-expires=1751619600&x-signature=pwcmC7qyYpewWaj8rc%2FCMHvhhdw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,SA,5.0,83.33333333333333,Emerging
soysuco,Soysuco,24570076,594215284,1002,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e6f968c0e398c78ec9a315ce990c4ea4~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=6c15686b&x-expires=1751619600&x-signature=bBf5vQ%2FXzbxq5XP9AfjNr5heJ8A%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,EC,593029.2255489022,2.4136238957864933,Celebrity
nekoglai,Николай,12454542,496439170,911,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f2f9cb193fc2d661b1dc1a4952bc65cc~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=6abfaed3&x-expires=1751619600&x-signature=STevn8dSQzY8JtfiKCT%2FN1eBmEA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,MD,544938.7156970362,4.375421558633278,Celebrity
evlawler,Lawler,5277975,59221208,287,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7318143720871133190~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=40f9853e&x-expires=1751619600&x-signature=8kefTiCS62NbxIECeuDCvmxU%2F8Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,DO,206345.6724738676,3.909561384316288,Mega-influencer
ahw5d,Ahmed 〽️,2524567,52423593,228,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/97731ec4b14163e8be75e7c939c3cdae~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=aa80d817&x-expires=1751619600&x-signature=uC6sEQzzlJhndY93CoY6EzwgYrY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,229928.0394736842,9.107622791301804,Mega-influencer
axelwebber,Axel,3910133,277055857,430,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7317401406338498566~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=ce42ca56&x-expires=1751619600&x-signature=AfuTBod%2BepkU1ltx%2Bzu%2Frl09SKI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,644315.9465116279,16.478108200197482,Mega-influencer
madison.darwin,madison darwin,56463,4849267,202,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/20fa73e5ebe08f9c2adf7332a163203c~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=45cbbe17&x-expires=1751619600&x-signature=vfe2x2qPZNlaOTZ3zdBVbYag0l8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,24006.272277227723,42.51682035532601,Mid-tier influencer
alexschlab,Alex,1247263,41674804,33,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7310565339350171653~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=581d716d&x-expires=1751619600&x-signature=sGja%2FRWrNRTGmkdyZeQz0gKLJZw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,1262872.8484848484,101.25152822498931,Mega-influencer
masonramsey,Mason Ramsey,2878021,86320801,422,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/610b0c98a5724982fced31ca57018ea5~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=617346bd&x-expires=1751619600&x-signature=eolFH45xfVr9v8vjOh0XMXpQr2c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,204551.66113744077,7.107372084409418,Mega-influencer
connordewolfe,Connor DeWolfe,5564620,226977244,640,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/25e726009f4e7622b894a7462c6c2c73~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=37613c42&x-expires=1751619600&x-signature=TXT4BhxCrUKTumiMtp%2FUYUb8Ytg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,354651.94375,6.3733362520711205,Mega-influencer
drewafualo,Drew Afualo,8197243,476080972,1244,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7310302269595975722~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=416047fb&x-expires=1751619600&x-signature=cUHSfdmevLFzjQ%2F%2F88CUpCiSTRs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,382701.7459807074,4.668664159165556,Mega-influencer
johnnysins,JohnnySins,8202558,77911167,194,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/53f39d5204bbe825cd56b4970f1bad64~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=c8495808&x-expires=1751619600&x-signature=5D38b4WMvej9ZoMZmfodL0IdJaE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,401603.95360824745,4.896081851640031,Mega-influencer
fujiiian,Fujiiian,37276980,2248831910,1851,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/67d21e7feaa78674ea3fdd20f3daed3a~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=d8ca3ba7&x-expires=1751619600&x-signature=qQOrKxeGqiP1RVe7YvjUXjneS2M%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,ID,1214928.0983252297,3.2591913248477473,Celebrity
willsmith,Will Smith,79707418,660268644,401,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/961e7717595dc2ffa69f4917371d2205~tplv-tiktokx-cropcenter:168:168.jpeg?dr=9638&refresh_token=b8680de0&x-expires=1751619600&x-signature=MTW8XMoirTuvIv6tvFIpV40SQHw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=8aecc5ac&idc=useast5,US,1646555.2219451373,2.0657490397507763,Celebrity
